Calcium,mg/l,270,63,63
Magnesium,mg/l,50,"7,8","4,7"
Fofsor,μgP/l,,"< 32,6","< 32,6"
Kalium,mg/l,,4,"6,6"
Totale hardheid,°F,"15 - 67,5","18,9","17,7"
Zink,μg/l,5000,9,< 5
